Campaign,UnitID,SiteID,Type,Ware,Number,Weight,Era,Period,low,high
SLP-2004,1253,,CER,CC,1,,Unidentified,UNI,0,0
SLP-2004,262,,CER,CC,3,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,CC,12,,Unidentified,UNI,0,0
SLP-2004,1238,,CER,CC,2,,Unidentified,UNI,0,0
SLP-2004,1253,,CER,CC,5,,Unidentified,UNI,0,0
SLP-2004,1280,,CER,CC,7,,Unidentified,UNI,0,0
SLP-2004,545,,CER,CC,2,,Unidentified,UNI,0,0
SLP-2004,605,,CER,CC,2,,Unidentified,UNI,0,0
SLP-2004,653,,CER,CC,1,,Unidentified,UNI,0,0
SLP-2004,1254,,CER,CC,2,,Unidentified,UNI,0,0
SLP-2004,1191,,CER,CKW,3,,Unidentified,UNI,0,0
SLP-2004,329,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,366,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,223,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,557,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,742,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,333,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,256,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,322,,CER,CW,10,,Unidentified,UNI,0,0
SLP-2004,345,,CER,CW,23,,Unidentified,UNI,0,0
SLP-2004,172,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,651,,CER,CW,8,,Unidentified,UNI,0,0
SLP-2004,1264,,CER,CW,6,,Unidentified,UNI,0,0
SLP-2004,1228,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,553,,CER,CW,4,50,Unidentified,UNI,0,0
SLP-2004,239,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,193,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,193,,CER,CW,6,,Unidentified,UNI,0,0
SLP-2004,61,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,41,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,42,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,122,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,122,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,123,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,124,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,126,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,149,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,461,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,55,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1155,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,5,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,7,,CER,CW,7,,Unidentified,UNI,0,0
SLP-2004,17,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,27,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,43,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,63,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,64,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,76,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,77,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,79,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,101,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,106,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,108,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,150,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,151,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,152,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,163,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,173,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,209,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,213,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,216,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,263,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,265,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,274,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,324,,CER,CW,10,,Unidentified,UNI,0,0
SLP-2004,334,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,462,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,512,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,539,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,544,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,545,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,574,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,583,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,584,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,588,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,592,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,636,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,645,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,650,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,1157,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1157,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1161,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1167,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,81,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,5,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,28,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,31,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,662,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,240,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1157,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,174,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,543,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,601,,CER,CW,9,,Unidentified,UNI,0,0
SLP-2004,193,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,389,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,337,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,158,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,589,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,257,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,158,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,431,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,621,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,151,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,151,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1228,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,74,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,345,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,176,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,1296,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,193,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,45,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,78,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,551,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,100,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,328,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1191,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,552,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,629,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,264,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,346,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1291,,CER,CW,6,,Unidentified,UNI,0,0
SLP-2004,1243,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,293,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,453,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1291,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1254,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,600,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,424,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,387,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,355,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,148,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,256,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,386,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,589,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,649,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1241,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,328,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,367,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,149,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,320,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,627,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1168,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1185,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,178,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1181,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1182,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1221,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1251,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,345,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,331,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,572,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,CW,37,,Unidentified,UNI,0,0
SLP-2004,95,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,158,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,257,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,262,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,272,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,330,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,382,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,423,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,431,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,445,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,483,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,637,,CER,CW,7,,Unidentified,UNI,0,0
SLP-2004,638,,CER,CW,11,,Unidentified,UNI,0,0
SLP-2004,1182,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1182,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,CW,24,,Unidentified,UNI,0,0
SLP-2004,1225,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1238,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1280,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1284,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1292,,CER,CW,7,,Unidentified,UNI,0,0
SLP-2004,1296,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1252,,CER,CW,8,,Unidentified,UNI,0,0
SLP-2004,1225,,CER,CW,12,,Unidentified,UNI,0,0
SLP-2004,3,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,10,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,14,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,71,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,95,,CER,CW,5,,Unidentified,UNI,0,0
SLP-2004,137,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,256,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,328,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,349,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,366,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,484,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,542,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,550,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,583,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,589,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,605,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,623,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,643,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,648,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,653,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,663,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1130,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1166,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1177,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1225,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1232,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1235,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1266,,CER,CW,1,,Unidentified,UNI,0,0
SLP-2004,1275,,CER,CW,2,,Unidentified,UNI,0,0
SLP-2004,1282,,CER,CW,4,,Unidentified,UNI,0,0
SLP-2004,1297,,CER,CW,3,,Unidentified,UNI,0,0
SLP-2004,1249,,CER,DO,1,,Unidentified,UNI,0,0
SLP-2004,1221,,CER,DO,2,,Unidentified,UNI,0,0
SLP-2004,1192,,CER,DO,1,,Unidentified,UNI,0,0
SLP-2004,1233,,CER,DO,1,,Unidentified,UNI,0,0
SLP-2004,1283,,CER,DO,2,,Unidentified,UNI,0,0
SLP-2004,1284,,CER,DO,1,,Unidentified,UNI,0,0
SLP-2004,1235,,CER,DO,1,,Unidentified,UNI,0,0
SLP-2004,226,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1188,,CER,DO1,2,,Unidentified,UNI,0,0
SLP-2004,543,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,544,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1138,,CER,DO1,2,,Unidentified,UNI,0,0
SLP-2004,1265,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1196,,CER,DO1,2,,Unidentified,UNI,0,0
SLP-2004,1185,,CER,DO1,2,,Unidentified,UNI,0,0
SLP-2004,1237,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1183,,CER,DO1,2,,Unidentified,UNI,0,0
SLP-2004,1199,,CER,DO1,3,,Unidentified,UNI,0,0
SLP-2004,28,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,193,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,275,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1196,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,1286,,CER,DO1,1,,Unidentified,UNI,0,0
SLP-2004,557,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,1135,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,1138,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,613,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,20,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,594,,CER,DO2,1,,Unidentified,UNI,0,0
SLP-2004,46,,CER,FW,1,,Unidentified,UNI,0,0
SLP-2004,554,,CER,GL,1,,Unidentified,UNI,0,0
SLP-2004,443,s,CER,IMB,7,200,Unidentified,UNI,0,0
SLP-2004,243,s,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,579,,CER,IMB,10,200,Unidentified,UNI,0,0
SLP-2004,596,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,588,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,665,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,158,,CER,IMB,9,,Unidentified,UNI,0,0
SLP-2004,172,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,177,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,188,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,195,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,195,,CER,IMB,5,,Unidentified,UNI,0,0
SLP-2004,239,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,443,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,542,,CER,IMB,5,,Unidentified,UNI,0,0
SLP-2004,544,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,545,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,557,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,559,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,574,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,576,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,581,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,583,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,595,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,602,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,623,,CER,IMB,4,,Unidentified,UNI,0,0
SLP-2004,642,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1147,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,1157,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1160,,CER,IMB,5,,Unidentified,UNI,0,0
SLP-2004,1185,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1185,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1215,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,1221,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1238,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,217,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,1291,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,260,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,543,,CER,IMB,13,130,Unidentified,UNI,0,0
SLP-2004,73,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,187,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1190,,CER,IMB,5,,Unidentified,UNI,0,0
SLP-2004,658,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,IMB,7,,Unidentified,UNI,0,0
SLP-2004,546,,CER,IMB,6,,Unidentified,UNI,0,0
SLP-2004,187,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,256,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,386,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,445,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,541,,CER,IMB,5,,Unidentified,UNI,0,0
SLP-2004,594,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,598,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,606,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,621,,CER,IMB,4,,Unidentified,UNI,0,0
SLP-2004,649,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,651,,CER,IMB,8,,Unidentified,UNI,0,0
SLP-2004,659,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,663,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1185,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1196,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,1199,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1224,,CER,IMB,3,,Unidentified,UNI,0,0
SLP-2004,1225,,CER,IMB,4,,Unidentified,UNI,0,0
SLP-2004,1227,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1233,,CER,IMB,2,,Unidentified,UNI,0,0
SLP-2004,1242,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1272,,CER,IMB,4,,Unidentified,UNI,0,0
SLP-2004,1283,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1286,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,1297,,CER,IMB,1,,Unidentified,UNI,0,0
SLP-2004,689,,CER,IMC,2,,Unidentified,UNI,0,0
SLP-2004,273,,CER,IMP,3,,Prehistoric- Classic,UNI,0,0
SLP-2004,207,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,218,,CER,IMP,3,,Unidentified,UNI,0,0
SLP-2004,546,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,333,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,376,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,218,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,103,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,206,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,209,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,216,,CER,IMP,4,,Unidentified,UNI,0,0
SLP-2004,697,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1152,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,1157,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1254,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,544,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,323,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,198,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,1147,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,626,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,19,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1275,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,675,,CER,IMP,9,,Unidentified,UNI,0,0
SLP-2004,415,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1191,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,28,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,607,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1179,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,158,,CER,IMP,3,,Unidentified,UNI,0,0
SLP-2004,262,,CER,IMP,6,,Unidentified,UNI,0,0
SLP-2004,1179,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1181,,CER,IMP,8,,Unidentified,UNI,0,0
SLP-2004,1182,,CER,IMP,5,,Unidentified,UNI,0,0
SLP-2004,1225,,CER,IMP,18,,Unidentified,UNI,0,0
SLP-2004,1242,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1248,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,195,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,20,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,366,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,445,,CER,IMP,3,,Unidentified,UNI,0,0
SLP-2004,446,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,581,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,648,,CER,IMP,1,,Unidentified,UNI,0,0
SLP-2004,1177,,CER,IMP,2,,Unidentified,UNI,0,0
SLP-2004,1179,,CER,IMP,7,,Unidentified,UNI,0,0
SLP-2005,2387,,CER,IMP,1,35,Unidentified,UNI,0,0
SLP-2005,2385,,CER,IMP,2,5,Unidentified,UNI,0,0
SLP-2005,2384,,CER,IMP,6,105,Unidentified,UNI,0,0
SLP-2005,2453,,CER,IMP,2,70,Unidentified,UNI,0,0
SLP-2005,2453,,CER,IMP,2,165,Unidentified,UNI,0,0
SLP-2005,243,,CER,IMP,1,35,Unidentified,UNI,0,0
SLP-2005,2453,,CER,IMP,1,1,Unidentified,UNI,0,0
SLP-2005,244,,CER,IMP,1,5,Unidentified,UNI,0,0
SLP-2005,2453,,CER,IMP,1,10,Unidentified,UNI,0,0
SLP-2005,258,,CER,IMP,1,20,Unidentified,UNI,0,0
SLP-2005,2453,,CER,IMP,3,30,Unidentified,UNI,0,0
SLP-2005,2379,,CER,IMP,1,1,Unidentified,UNI,0,0
SLP-2005,2382,,CER,IMP,3,55,Unidentified,UNI,0,0
SLP-2005,2385,,CER,IMP,4,50,Unidentified,UNI,0,0
SLP-2005,3039,,CER,IMP,1,15,Unidentified,UNI,0,0
SLP-2005,2449,,CER,IMP,2,10,Unidentified,UNI,0,0
SLP-2005,2454,,CER,IMP,9,80,Unidentified,UNI,0,0
SLP-2004,560,,CER,ITS,2,,Unidentified,UNI,0,0
SLP-2004,168,,CER,LGP,1,,Unidentified,UNI,0,0
SLP-2004,32,,STO,MS,1,,Unidentified,UNI,0,0
SLP-2004,615,,STO,MS,1,,Unidentified,UNI,0,0
SLP-2004,243,,STO,MS,1,,Unidentified,UNI,0,0
SLP-2004,1253,,STO,MS,1,,Unidentified,UNI,0,0
SLP-2004,374,,CER,OC,8,,Unidentified,UNI,0,0
SLP-2004,386,,CER,PMJ,1,,Unidentified,UNI,0,0
SLP-2004,689,,CER,PRW,1,,Unidentified,UNI,0,0
SLP-2004,148,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,207,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,453,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,342,,CER,PW,4,,Unidentified,UNI,0,0
SLP-2004,621,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,1259,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,1265,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,1233,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,316,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,40,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,42,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,62,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,130,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,140,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,141,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,257,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,159,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,547,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,604,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,4,,CER,PW,5,,Unidentified,UNI,0,0
SLP-2004,11,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,18,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,28,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,43,,CER,PW,2,,Unidentified,UNI,0,0
SLP-2004,46,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,60,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,63,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,82,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,98,,CER,PW,1,,Unidentified,UNI,0,0
SLP-2004,107,,CER,PW,3,,Unidentified,UNI,0,0
