Period,low,high,Number
PAL-NEO,-10000,-3000,1
PAL-NEO,-10000,-3000,1
PAL-NEO,-10000,-3000,1
PAL-PP,-10000,-350,1
PAL-PP,-10000,-350,2
PAL-PP,-10000,-350,1
NEO,-7000,-3000,1
NEO-H,-7000,-50,1
NEO-PP2,-7000,-800,1
PP,-3000,-350,1
PP,-3000,-350,4
PP,-3000,-350,1
PP,-3000,-350,1
PP,-3000,-350,1
PP1,-3000,-1300,7
PP1,-3000,-1300,1
PP1,-3000,-1300,23
PP1,-3000,-1300,24
PP1,-3000,-1300,1
PP1,-3000,-1300,1
PP1-H,-3000,-50,2
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,8
PP1-H,-3000,-50,2
PP1-H,-3000,-50,2
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,11
PP1-H,-3000,-50,2
PP1-H,-3000,-50,2
PP1-H,-3000,-50,3
PP1-H,-3000,-50,6
PP1-H,-3000,-50,9
PP1-H,-3000,-50,6
PP1-H,-3000,-50,4
PP1-H,-3000,-50,1
PP1-H,-3000,-50,2
PP1-H,-3000,-50,8
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,3
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,17
PP1-H,-3000,-50,3
PP1-H,-3000,-50,2
PP1-H,-3000,-50,3
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-H,-3000,-50,2
PP1-H,-3000,-50,6
PP1-H,-3000,-50,4
PP1-H,-3000,-50,1
PP1-H,-3000,-50,1
PP1-PP2,-3000,-800,6
PP1-PP2,-3000,-800,1
PP1-PP2,-3000,-800,2
PP1-PP2,-3000,-800,8
PP1-PP2,-3000,-800,1
PP1-PP2,-3000,-800,4
PP1-PP2,-3000,-800,3
PP1-PP2,-3000,-800,1
PP1-PP2,-3000,-800,2
PP1-PP2,-3000,-800,1
PP1-PP2,-3000,-800,1
PP,-3000,-350,1
PP,-3000,-350,2
PP,-3000,-350,1
PP1-R,-3000,500,15
PP1-R,-3000,500,1
PP1-R,-3000,500,5
PP1-R,-3000,500,9
PP1-R,-3000,500,1
PP1-R,-3000,500,5
PP1-R,-3000,500,5
PP1-R,-3000,500,1
PP2,-1300,-800,1
PP2,-1300,-800,4
PP2,-1300,-800,2
PP2,-1300,-800,1
PP2,-1300,-800,2
PP2,-1300,-800,2
PP2,-1300,-800,17
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,1
PP2,-1300,-800,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,29
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,3
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,7
PP2-H,-1300,-50,1
PP2-H,-1300,-50,4
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,4
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,12
PP2-H,-1300,-50,5
PP2-H,-1300,-50,8
PP2-H,-1300,-50,1
PP2-H,-1300,-50,22
PP2-H,-1300,-50,14
PP2-H,-1300,-50,6
PP2-H,-1300,-50,2
PP2-H,-1300,-50,2
PP2-H,-1300,-50,2
PP2-H,-1300,-50,18
PP2-H,-1300,-50,2
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,3
PP2-H,-1300,-50,1
PP2-H,-1300,-50,41
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,8
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,3
PP2-H,-1300,-50,8
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,3
PP2-H,-1300,-50,1
PP2-H,-1300,-50,8
PP2-H,-1300,-50,12
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,4
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,7
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,6
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,6
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,15
PP2-H,-1300,-50,1
PP2-H,-1300,-50,3
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-H,-1300,-50,4
PP2-H,-1300,-50,2
PP2-H,-1300,-50,1
PP2-H,-1300,-50,1
PP2-PP3,-1300,-480,2
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,3
PP2-PP3,-1300,-480,2
PP2-PP3,-1300,-480,5
PP2-PP3,-1300,-480,8
PP2-PP3,-1300,-480,5
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,39
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,7
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,2
PP2-PP3,-1300,-480,2
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,14
PP2-PP3,-1300,-480,6
PP2-PP3,-1300,-480,1
PP2-PP3,-1300,-480,11
PP2-PP3,-1300,-480,1
PP2-R,-1300,500,7
PP2-R,-1300,500,9
PP2-R,-1300,500,1
PP2-R,-1300,500,3
PP2-R,-1300,500,1
PP2-R,-1300,500,1
PP2-R,-1300,500,8
PP2-R,-1300,500,12
PP2-R,-1300,500,1
PP2-R,-1300,500,1
PP2-R1,-1300,80,1
PP2-R,-1300,500,2
PP2-R,-1300,500,1
PP2-R,-1300,500,14
PP2-R,-1300,500,1
PP2-R,-1300,500,5
PP2-R,-1300,500,1
PP2-R,-1300,500,1
PP3-H,-800,-50,1
PP3-H,-800,-50,3
PP3-H,-800,-50,2
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,5
PP3-H,-800,-50,3
PP3-H,-800,-50,2
PP3-H,-800,-50,10
PP3-H,-800,-50,2
PP3-H,-800,-50,3
PP3-H,-800,-50,4
PP3-H,-800,-50,3
PP3-H,-800,-50,3
PP3-H,-800,-50,2
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,12
PP3-H,-800,-50,1
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,2
PP3-H,-800,-50,2
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,8
PP3-H,-800,-50,2
PP3-H,-800,-50,1
PP3-H,-800,-50,3
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,4
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,7
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H,-800,-50,1
PP3-H1,-800,-200,1
PP3-H1,-800,-200,2
PP3-H1,-800,-200,2
PP3-M,-800,1500,3
PP3-M,-800,1500,1
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,2
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,6
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,3
PP3-PP4,-800,-350,3
PP3-PP4,-800,-350,1
PP3-PP4,-800,-350,4
PP3-R,-800,500,10
PP3-R,-800,500,18
PP3-R,-800,500,8
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,14
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,3
PP3-R,-800,500,1
PP3-R,-800,500,6
PP3-R,-800,500,1
PP3-R,-800,500,24
PP3-R,-800,500,1
PP3-R,-800,500,3
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,3
PP3-R,-800,500,2
PP3-R,-800,500,2
PP3-R,-800,500,11
PP3-R,-800,500,1
PP3-R,-800,500,2
PP3-R,-800,500,1
PP3-R,-800,500,2
PP3-R,-800,500,3
PP3-R,-800,500,1
PP3-R,-800,500,6
PP3-R,-800,500,1
PP3-R,-800,500,2
PP3-R,-800,500,1
PP3-R,-800,500,2
PP3-R,-800,500,2
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R1,-800,80,4
PP3-R1,-800,80,7
PP3-R1,-800,80,15
PP3-R1,-800,80,8
PP3-R1,-800,80,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP3-R,-800,500,1
PP4,-480,-350,1
PP4,-480,-350,1
PP4,-480,-350,1
PP4-H,-480,-50,3
PP4-H,-480,-50,2
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,3
PP4-H,-480,-50,1
PP4-H,-480,-50,1
PP4-H,-480,-50,7
PP4-H,-480,-50,5
PP4-M,-480,1500,2
PP4-R,-480,500,8
PP4-R,-480,500,3
PP4-R,-480,500,1
PP4-R,-480,500,1
PP4-R,-480,500,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,4
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,3
H,-350,-50,2
H,-350,-50,5
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,4
H,-350,-50,6
H,-350,-50,2
H,-350,-50,2
H,-350,-50,6
H,-350,-50,2
H,-350,-50,4
H,-350,-50,7
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,8
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,5
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,3
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,9
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,16
H,-350,-50,1
H,-350,-50,5
H,-350,-50,2
H,-350,-50,3
H,-350,-50,14
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,3
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,6
H,-350,-50,4
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,5
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,3
H,-350,-50,2
H,-350,-50,3
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,3
H,-350,-50,4
H,-350,-50,3
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,6
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,6
H,-350,-50,4
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,5
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,3
H,-350,-50,3
H,-350,-50,2
H,-350,-50,2
H,-350,-50,4
H,-350,-50,3
H,-350,-50,2
H,-350,-50,3
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,6
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,3
H,-350,-50,3
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,8
H,-350,-50,5
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,15
H,-350,-50,3
H,-350,-50,9
H,-350,-50,2
H,-350,-50,3
H,-350,-50,4
H,-350,-50,2
H,-350,-50,2
H,-350,-50,3
H,-350,-50,3
H,-350,-50,3
H,-350,-50,3
H,-350,-50,3
H,-350,-50,8
H,-350,-50,4
H,-350,-50,11
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,4
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,25
H,-350,-50,1
H,-350,-50,1
H,-350,-50,21
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,5
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,1
H,-350,-50,1
H,-350,-50,7
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,5
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,3
H,-350,-50,2
H,-350,-50,8
H,-350,-50,1
H,-350,-50,1
H,-350,-50,15
H,-350,-50,1
H,-350,-50,5
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,5
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,4
H,-350,-50,6
H,-350,-50,2
H,-350,-50,1
H,-350,-50,2
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,4
H,-350,-50,1
H,-350,-50,8
H,-350,-50,1
H,-350,-50,4
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,10
H-M,-350,1500,4
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,19
H-M,-350,1500,1
H-M,-350,1500,4
H-M,-350,1500,8
H-M,-350,1500,3
H-M,-350,1500,3
H-M,-350,1500,10
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,3
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,5
H-M,-350,1500,8
H-M,-350,1500,2
H-M,-350,1500,4
H-M,-350,1500,3
H-M,-350,1500,11
H-M,-350,1500,1
H-M,-350,1500,12
H-M,-350,1500,2
H-M,-350,1500,28
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,15
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,13
H-M,-350,1500,6
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,4
H-M,-350,1500,1
H-M,-350,1500,5
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,2
H-M,-350,1500,3
H-M,-350,1500,11
H-M,-350,1500,4
H-M,-350,1500,6
H-M,-350,1500,3
H-M,-350,1500,3
H-M,-350,1500,7
H-M,-350,1500,8
H-M,-350,1500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,3
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,17
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,30
H-R,-350,500,13
H-R,-350,500,6
H-R,-350,500,4
H-R,-350,500,13
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,9
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,2
